Datum,Produkt,Verkaufte Menge,Einnahmen (EUR)
2024-12-17,Orange,20,13.0
2024-12-31,Banane,22,6.6
2024-12-17,Gurke,40,32.0
2025-01-09,Banane,42,12.6
2024-12-21,Tomate,9,6.3
2025-01-05,Gurke,27,21.6
2024-12-28,Orange,15,9.75
2024-12-15,Paprika,18,18.0
2024-12-21,Karotte,29,11.6
2024-12-29,Orange,41,26.65
2025-01-02,Gurke,43,34.4
2025-01-04,Paprika,31,31.0
2025-01-09,Gurke,11,8.8
2025-01-05,Apfel,8,4.0
2024-12-29,Banane,9,2.7
2025-01-02,Orange,13,8.45
2024-12-23,Banane,38,11.4
2024-12-29,Zitrone,24,14.4
2025-01-12,Gurke,27,21.6
2024-12-26,Zitrone,19,11.4
2025-01-04,Apfel,28,14.0
2025-01-09,Orange,46,29.9
2024-12-20,Zitrone,16,9.6
2024-12-28,Gurke,36,28.8
2024-12-19,Apfel,4,2.0
2025-01-12,Gurke,9,7.2
2024-12-20,Zitrone,21,12.6
2025-01-10,Orange,16,10.4
2024-12-20,Paprika,45,45.0
2024-12-23,Banane,35,10.5
2025-01-11,Apfel,33,16.5
2024-12-20,Orange,19,12.35
2024-12-29,Gurke,10,8.0
2024-12-20,Karotte,15,6.0
2024-12-26,Tomate,28,19.6
2024-12-14,Karotte,11,4.4
2024-12-21,Zitrone,16,9.6
2024-12-27,Tomate,21,14.7
2024-12-24,Karotte,34,13.6
2025-01-04,Gurke,10,8.0
2025-01-02,Paprika,28,28.0
2025-01-10,Paprika,42,42.0
2025-01-01,Karotte,9,3.6
2024-12-30,Banane,46,13.8
2024-12-29,Paprika,44,44.0
2025-01-01,Gurke,18,14.4
2024-12-16,Banane,12,3.6
2025-01-10,Orange,20,13.0
2025-01-11,Tomate,39,27.3
2024-12-29,Orange,26,16.9
2024-12-19,Banane,31,9.3
2025-01-05,Orange,24,15.6
2024-12-16,Apfel,43,21.5
2025-01-07,Orange,4,2.6
2024-12-17,Karotte,11,4.4
2024-12-25,Karotte,45,18.0
2024-12-26,Gurke,50,40.0
2025-01-02,Gurke,28,22.4
2024-12-27,Tomate,27,18.9
2025-01-10,Paprika,6,6.0
2024-12-15,Orange,15,9.75
2024-12-23,Tomate,49,34.3
2024-12-30,Orange,10,6.5
2025-01-12,Apfel,14,7.0
2024-12-31,Gurke,43,34.4
2024-12-16,Banane,49,14.7
2025-01-03,Apfel,1,0.5
2024-12-29,Karotte,43,17.2
2024-12-23,Tomate,28,19.6
2025-01-01,Gurke,18,14.4
2025-01-11,Apfel,50,25.0
2024-12-23,Tomate,24,16.8
2025-01-08,Paprika,39,39.0
2024-12-18,Paprika,45,45.0
2025-01-06,Zitrone,2,1.2
2024-12-16,Banane,6,1.8
2025-01-02,Orange,29,18.85
2024-12-21,Tomate,16,11.2
2024-12-26,Zitrone,44,26.4
2025-01-08,Tomate,20,14.0
2024-12-16,Paprika,40,40.0
2025-01-09,Tomate,16,11.2
2024-12-31,Zitrone,28,16.8
2024-12-23,Karotte,10,4.0
2025-01-10,Tomate,50,35.0
2025-01-02,Paprika,42,42.0
2024-12-19,Orange,41,26.65
2024-12-31,Zitrone,2,1.2
2024-12-15,Banane,42,12.6
2025-01-02,Banane,13,3.9
2025-01-12,Orange,4,2.6
2025-01-06,Banane,28,8.4
2025-01-07,Karotte,32,12.8
2024-12-24,Tomate,28,19.6
2025-01-12,Apfel,7,3.5
2025-01-03,Banane,13,3.9
2024-12-28,Orange,23,14.95
2025-01-06,Orange,5,3.25
2024-12-28,Orange,47,30.55
2025-01-07,Paprika,15,15.0
2025-01-02,Gurke,45,36.0
2025-01-01,Tomate,35,24.5
2024-12-31,Gurke,44,35.2
2024-12-16,Zitrone,9,5.4
2025-01-05,Banane,34,10.2
2024-12-24,Apfel,25,12.5
2025-01-04,Zitrone,26,15.6
2024-12-18,Zitrone,33,19.8
2024-12-21,Gurke,3,2.4
2025-01-11,Tomate,31,21.7
2025-01-06,Gurke,31,24.8
2024-12-26,Gurke,13,10.4
2025-01-07,Gurke,26,20.8
2025-01-04,Apfel,26,13.0
2024-12-31,Paprika,15,15.0
2025-01-12,Orange,30,19.5
2025-01-06,Banane,41,12.3
2025-01-04,Karotte,23,9.2
2024-12-19,Zitrone,26,15.6
2024-12-23,Paprika,19,19.0
2024-12-29,Karotte,24,9.6
2025-01-07,Orange,8,5.2
2024-12-15,Banane,38,11.4
2024-12-15,Karotte,43,17.2
2024-12-17,Paprika,50,50.0
2024-12-24,Banane,40,12.0
2024-12-17,Apfel,26,13.0
2025-01-02,Karotte,3,1.2
2025-01-07,Orange,11,7.15
2025-01-10,Apfel,19,9.5
2024-12-19,Paprika,15,15.0
2024-12-23,Zitrone,31,18.6
2025-01-07,Paprika,11,11.0
2024-12-14,Karotte,14,5.6
2024-12-18,Apfel,16,8.0
2024-12-17,Zitrone,47,28.2
2024-12-29,Paprika,40,40.0
2024-12-24,Paprika,28,28.0
2024-12-16,Gurke,6,4.8
2025-01-09,Tomate,17,11.9
2025-01-12,Zitrone,42,25.2
2025-01-03,Gurke,37,29.6
2025-01-10,Orange,42,27.3
2025-01-11,Karotte,7,2.8
2025-01-01,Gurke,34,27.2
2025-01-06,Banane,8,2.4
2024-12-15,Paprika,24,24.0
2025-01-05,Zitrone,24,14.4
2025-01-08,Tomate,12,8.4
2024-12-28,Zitrone,8,4.8
2025-01-05,Orange,4,2.6
2024-12-28,Apfel,9,4.5
2024-12-16,Banane,33,9.9
2025-01-10,Apfel,22,11.0
2024-12-23,Gurke,21,16.8
2024-12-18,Orange,7,4.55
2025-01-12,Banane,42,12.6
2025-01-01,Gurke,8,6.4
2024-12-18,Karotte,47,18.8
2024-12-18,Tomate,26,18.2
2025-01-09,Paprika,46,46.0
2025-01-10,Tomate,28,19.6
2024-12-24,Tomate,36,25.2
2024-12-15,Gurke,21,16.8
2024-12-31,Tomate,11,7.7
2025-01-10,Orange,50,32.5
2024-12-15,Paprika,38,38.0
2025-01-03,Banane,43,12.9
2024-12-29,Gurke,13,10.4
2024-12-17,Orange,47,30.55
2024-12-26,Tomate,21,14.7
2024-12-18,Banane,42,12.6
2025-01-12,Zitrone,14,8.4
2024-12-15,Apfel,28,14.0
2025-01-06,Banane,45,13.5
2024-12-30,Gurke,7,5.6
2025-01-10,Paprika,4,4.0
2024-12-14,Orange,2,1.3
2025-01-04,Karotte,2,0.8
2024-12-23,Gurke,11,8.8
2025-01-11,Paprika,3,3.0
2024-12-22,Gurke,11,8.8
2025-01-06,Paprika,7,7.0
2024-12-29,Apfel,10,5.0
2024-12-27,Orange,23,14.95
2024-12-25,Apfel,10,5.0
2024-12-29,Gurke,42,33.6
2024-12-23,Orange,30,19.5
2024-12-31,Gurke,42,33.6
2025-01-03,Gurke,33,26.4
2024-12-17,Karotte,49,19.6
2025-01-03,Zitrone,33,19.8
2024-12-20,Karotte,4,1.6
2025-01-05,Zitrone,18,10.8
2025-01-06,Orange,2,1.3
2024-12-17,Zitrone,38,22.8
2024-12-25,Apfel,17,8.5
2024-12-25,Orange,17,11.05
2025-01-04,Tomate,34,23.8
2024-12-27,Apfel,12,6.0
2025-01-05,Gurke,36,28.8
2025-01-12,Banane,16,4.8
2025-01-06,Zitrone,43,25.8
2024-12-23,Tomate,30,21.0
2025-01-12,Paprika,44,44.0
2024-12-24,Karotte,17,6.8
2025-01-09,Tomate,50,35.0
2025-01-12,Apfel,45,22.5
2024-12-24,Banane,29,8.7
2024-12-21,Paprika,17,17.0
2024-12-28,Zitrone,43,25.8
2024-12-25,Zitrone,37,22.2
2025-01-09,Banane,24,7.2
2025-01-07,Orange,30,19.5
2025-01-12,Orange,29,18.85
2024-12-31,Karotte,13,5.2
2025-01-12,Orange,50,32.5
2024-12-25,Tomate,50,35.0
2025-01-12,Zitrone,37,22.2
2024-12-19,Karotte,45,18.0
2025-01-10,Karotte,26,10.4
2025-01-04,Karotte,5,2.0
2024-12-20,Gurke,2,1.6
2025-01-01,Paprika,15,15.0
2024-12-23,Paprika,31,31.0
2025-01-02,Banane,24,7.2
2024-12-21,Apfel,37,18.5
2025-01-12,Karotte,44,17.6
2024-12-30,Banane,14,4.2
2024-12-20,Zitrone,18,10.8
2024-12-23,Zitrone,35,21.0
2025-01-05,Gurke,11,8.8
2024-12-28,Paprika,39,39.0
2025-01-08,Zitrone,35,21.0
2024-12-26,Orange,40,26.0
2025-01-08,Paprika,2,2.0
2024-12-25,Zitrone,31,18.6
2024-12-25,Orange,40,26.0
2025-01-04,Zitrone,32,19.2
2024-12-19,Banane,32,9.6
2024-12-26,Tomate,49,34.3
2024-12-26,Tomate,24,16.8
2024-12-28,Karotte,35,14.0
2024-12-31,Orange,50,32.5
2024-12-29,Zitrone,26,15.6
2025-01-02,Zitrone,18,10.8
2024-12-17,Zitrone,47,28.2
2025-01-08,Apfel,29,14.5
2024-12-14,Orange,26,16.9
2025-01-11,Orange,41,26.65
2024-12-23,Apfel,13,6.5
2024-12-25,Tomate,34,23.8
2024-12-30,Zitrone,22,13.2
2024-12-22,Orange,45,29.25
2025-01-06,Karotte,44,17.6
2024-12-19,Tomate,16,11.2
2025-01-09,Banane,32,9.6
2024-12-28,Banane,44,13.2
2024-12-21,Paprika,49,49.0
2024-12-22,Paprika,6,6.0
2025-01-05,Karotte,8,3.2
2025-01-10,Apfel,6,3.0
2024-12-30,Paprika,9,9.0
2024-12-26,Paprika,15,15.0
2024-12-29,Karotte,36,14.4
2024-12-28,Banane,38,11.4
2025-01-09,Zitrone,3,1.8
2024-12-31,Apfel,22,11.0
2024-12-24,Karotte,19,7.6
2024-12-20,Zitrone,50,30.0
2024-12-14,Apfel,28,14.0
2025-01-05,Apfel,41,20.5
2024-12-16,Apfel,39,19.5
2024-12-16,Orange,6,3.9
2024-12-17,Tomate,40,28.0
2024-12-25,Tomate,16,11.2
2024-12-25,Tomate,17,11.9
2024-12-26,Apfel,22,11.0
2024-12-22,Paprika,3,3.0
2024-12-30,Zitrone,5,3.0
2025-01-08,Banane,40,12.0
2025-01-02,Tomate,17,11.9
2024-12-29,Paprika,34,34.0
2024-12-23,Apfel,14,7.0
2024-12-23,Zitrone,30,18.0
2024-12-24,Paprika,22,22.0
2024-12-26,Gurke,37,29.6
2024-12-19,Orange,47,30.55
2025-01-02,Apfel,15,7.5
2024-12-15,Apfel,10,5.0
2025-01-04,Paprika,19,19.0
2025-01-05,Karotte,6,2.4
2024-12-22,Gurke,25,20.0
2024-12-18,Gurke,40,32.0
2024-12-20,Zitrone,11,6.6
2024-12-15,Apfel,32,16.0
2025-01-09,Tomate,45,31.5
2025-01-02,Paprika,36,36.0
2024-12-23,Zitrone,5,3.0
2025-01-01,Orange,14,9.1
2024-12-26,Orange,15,9.75
2024-12-18,Apfel,28,14.0
2024-12-17,Orange,21,13.65
2025-01-01,Paprika,37,37.0
2025-01-03,Tomate,40,28.0
2025-01-08,Apfel,9,4.5
2025-01-09,Zitrone,34,20.4
2024-12-29,Gurke,14,11.2
2024-12-18,Karotte,31,12.4
2024-12-25,Gurke,32,25.6
2024-12-22,Karotte,7,2.8
2025-01-04,Banane,4,1.2
2025-01-04,Orange,14,9.1
2025-01-06,Tomate,36,25.2
2024-12-28,Zitrone,18,10.8
2024-12-21,Gurke,39,31.2
2024-12-27,Paprika,48,48.0
2025-01-09,Banane,29,8.7
2025-01-11,Apfel,11,5.5
2024-12-21,Banane,17,5.1
2025-01-04,Apfel,2,1.0
2025-01-04,Tomate,4,2.8
2024-12-26,Gurke,34,27.2
2024-12-21,Orange,9,5.85
2024-12-19,Orange,30,19.5
2025-01-10,Zitrone,15,9.0
2024-12-20,Tomate,46,32.2
2024-12-23,Gurke,50,40.0
2025-01-04,Banane,35,10.5
2025-01-10,Zitrone,46,27.6
2025-01-08,Banane,29,8.7
2024-12-24,Paprika,9,9.0
2024-12-21,Tomate,4,2.8
2024-12-30,Paprika,27,27.0
2024-12-17,Orange,33,21.45
2024-12-29,Orange,23,14.95
2024-12-16,Banane,11,3.3
2024-12-30,Karotte,18,7.2
2024-12-29,Gurke,48,38.4
2025-01-03,Paprika,42,42.0
2025-01-09,Paprika,8,8.0
2024-12-19,Gurke,21,16.8
2024-12-28,Orange,44,28.6
2024-12-19,Tomate,14,9.8
2025-01-09,Gurke,43,34.4
2024-12-15,Orange,46,29.9
2025-01-01,Apfel,23,11.5
2024-12-14,Apfel,16,8.0
2025-01-05,Paprika,20,20.0
2024-12-22,Apfel,32,16.0
2024-12-30,Apfel,5,2.5
2024-12-29,Tomate,4,2.8
2024-12-14,Tomate,39,27.3
2024-12-26,Banane,41,12.3
2024-12-14,Gurke,17,13.6
2024-12-20,Gurke,40,32.0
2024-12-30,Zitrone,4,2.4
2025-01-10,Paprika,10,10.0
2025-01-05,Zitrone,46,27.6
2024-12-31,Karotte,31,12.4
2025-01-07,Paprika,13,13.0
2024-12-15,Banane,43,12.9
2025-01-12,Gurke,50,40.0
2024-12-17,Apfel,8,4.0
2025-01-02,Zitrone,47,28.2
2024-12-25,Karotte,5,2.0
2024-12-19,Zitrone,11,6.6
2024-12-31,Paprika,6,6.0
2024-12-20,Paprika,29,29.0
2024-12-15,Paprika,4,4.0
2024-12-31,Banane,39,11.7
2024-12-15,Zitrone,20,12.0
2024-12-15,Karotte,24,9.6
2024-12-14,Orange,42,27.3
2025-01-01,Apfel,40,20.0
2024-12-24,Tomate,6,4.2
2024-12-22,Gurke,12,9.6
2024-12-23,Banane,9,2.7
2025-01-11,Apfel,19,9.5
2024-12-17,Banane,13,3.9
2024-12-21,Zitrone,50,30.0
2024-12-29,Karotte,28,11.2
2025-01-09,Karotte,35,14.0
2024-12-26,Tomate,8,5.6
2025-01-05,Gurke,23,18.4
2025-01-05,Apfel,16,8.0
2024-12-26,Gurke,13,10.4
2024-12-18,Gurke,24,19.2
2024-12-22,Banane,14,4.2
2024-12-16,Zitrone,32,19.2
2024-12-27,Apfel,33,16.5
2024-12-30,Tomate,45,31.5
2024-12-15,Tomate,9,6.3
2024-12-31,Gurke,13,10.4
2024-12-23,Karotte,20,8.0
2025-01-10,Gurke,37,29.6
2024-12-15,Gurke,22,17.6
2025-01-12,Zitrone,8,4.8
2024-12-23,Gurke,5,4.0
2024-12-25,Gurke,5,4.0
2025-01-09,Tomate,28,19.6
2025-01-05,Apfel,20,10.0
2024-12-23,Apfel,42,21.0
2024-12-20,Gurke,21,16.8
2025-01-01,Gurke,9,7.2
2025-01-03,Zitrone,44,26.4
2024-12-20,Apfel,48,24.0
2025-01-06,Zitrone,23,13.8
2024-12-31,Apfel,15,7.5
2025-01-04,Zitrone,31,18.6
2025-01-07,Orange,30,19.5
2025-01-06,Apfel,5,2.5
2025-01-12,Banane,21,6.3
2025-01-07,Karotte,41,16.4
2025-01-04,Zitrone,4,2.4
2025-01-05,Orange,17,11.05
2024-12-27,Orange,21,13.65
2025-01-11,Apfel,47,23.5
2025-01-08,Zitrone,29,17.4
2024-12-21,Zitrone,7,4.2
2024-12-14,Tomate,22,15.4
2025-01-08,Karotte,27,10.8
2024-12-26,Zitrone,36,21.6
2025-01-08,Banane,33,9.9
2024-12-22,Karotte,18,7.2
2024-12-20,Banane,6,1.8
2024-12-27,Apfel,22,11.0
2024-12-24,Orange,49,31.85
2025-01-02,Apfel,20,10.0
2025-01-12,Tomate,26,18.2
2024-12-14,Karotte,25,10.0
2024-12-31,Paprika,21,21.0
2025-01-09,Apfel,12,6.0
2024-12-19,Apfel,31,15.5
2025-01-05,Apfel,22,11.0
2025-01-09,Zitrone,46,27.6
2024-12-31,Paprika,39,39.0
2024-12-25,Karotte,24,9.6
2024-12-26,Paprika,1,1.0
2024-12-31,Paprika,39,39.0
2024-12-22,Banane,49,14.7
2024-12-29,Banane,31,9.3
2024-12-26,Gurke,47,37.6
2025-01-04,Karotte,11,4.4
2025-01-10,Banane,34,10.2
2024-12-23,Zitrone,11,6.6
2024-12-16,Orange,41,26.65
2025-01-04,Gurke,20,16.0
2024-12-24,Gurke,35,28.0
2025-01-10,Orange,46,29.9
2024-12-16,Tomate,26,18.2
2025-01-12,Orange,29,18.85
2025-01-07,Zitrone,6,3.6
2024-12-20,Tomate,19,13.3
2024-12-17,Gurke,17,13.6
2025-01-10,Zitrone,39,23.4
2024-12-25,Apfel,49,24.5
2025-01-05,Paprika,35,35.0
2025-01-07,Banane,34,10.2
2024-12-28,Zitrone,22,13.2
2024-12-24,Tomate,4,2.8
2024-12-29,Apfel,44,22.0
2024-12-26,Banane,45,13.5
2024-12-24,Tomate,48,33.6
2024-12-31,Karotte,2,0.8
2024-12-15,Paprika,47,47.0
2024-12-19,Gurke,8,6.4
2024-12-20,Orange,17,11.05
2025-01-07,Paprika,34,34.0
2025-01-10,Zitrone,3,1.8
2024-12-27,Orange,47,30.55
2025-01-10,Tomate,31,21.7
2024-12-23,Tomate,1,0.7
2024-12-16,Tomate,47,32.9
2025-01-10,Gurke,22,17.6
2025-01-04,Tomate,47,32.9
2025-01-01,Apfel,34,17.0
2024-12-16,Orange,28,18.2
2024-12-25,Zitrone,2,1.2
2024-12-22,Tomate,17,11.9
2025-01-06,Karotte,40,16.0
2025-01-02,Tomate,7,4.9
2025-01-08,Gurke,48,38.4
2025-01-03,Paprika,26,26.0
2025-01-03,Paprika,8,8.0
2024-12-23,Paprika,16,16.0
2025-01-06,Zitrone,38,22.8
2024-12-28,Apfel,40,20.0
2024-12-30,Karotte,1,0.4
2024-12-19,Paprika,17,17.0
2024-12-29,Orange,17,11.05
2025-01-12,Zitrone,39,23.4
2024-12-14,Orange,32,20.8
2024-12-31,Apfel,39,19.5
2024-12-29,Orange,13,8.45
2025-01-08,Orange,16,10.4
2025-01-01,Zitrone,24,14.4
2025-01-09,Gurke,22,17.6
2024-12-20,Tomate,17,11.9
2024-12-29,Paprika,29,29.0
2025-01-05,Paprika,21,21.0
2025-01-03,Paprika,3,3.0
2024-12-24,Tomate,30,21.0
2025-01-03,Apfel,40,20.0
2024-12-30,Banane,19,5.7
2024-12-23,Gurke,39,31.2
2024-12-24,Banane,13,3.9
2024-12-17,Zitrone,7,4.2
2025-01-03,Karotte,16,6.4
2024-12-17,Gurke,21,16.8
2024-12-17,Paprika,19,19.0
2024-12-31,Paprika,1,1.0
2024-12-16,Banane,35,10.5
2024-12-22,Tomate,44,30.8
2024-12-25,Orange,32,20.8
2024-12-30,Karotte,8,3.2
2025-01-04,Paprika,12,12.0
2024-12-22,Gurke,39,31.2
2025-01-08,Zitrone,46,27.6
2024-12-17,Paprika,33,33.0
2025-01-09,Gurke,41,32.8
2024-12-14,Banane,25,7.5
2025-01-01,Paprika,19,19.0
2025-01-07,Karotte,27,10.8
2024-12-18,Apfel,48,24.0
2024-12-31,Paprika,17,17.0
2024-12-26,Tomate,3,2.1
2025-01-02,Paprika,9,9.0
2024-12-14,Karotte,30,12.0
2024-12-15,Karotte,37,14.8
2024-12-30,Zitrone,39,23.4
2024-12-22,Paprika,31,31.0
2024-12-21,Zitrone,37,22.2
2025-01-11,Tomate,17,11.9
2024-12-29,Apfel,49,24.5
2024-12-21,Zitrone,35,21.0
2024-12-28,Zitrone,10,6.0
2025-01-12,Karotte,2,0.8
2024-12-24,Apfel,45,22.5
2024-12-21,Apfel,34,17.0
2024-12-18,Gurke,47,37.6
2025-01-07,Gurke,41,32.8
2024-12-31,Paprika,1,1.0
2024-12-20,Paprika,22,22.0
2025-01-11,Orange,33,21.45
2024-12-15,Apfel,38,19.0
2024-12-18,Paprika,29,29.0
2025-01-07,Karotte,22,8.8
2025-01-07,Zitrone,15,9.0
2025-01-11,Zitrone,46,27.6
2024-12-26,Orange,32,20.8
2024-12-31,Banane,31,9.3
2024-12-16,Tomate,24,16.8
2024-12-28,Zitrone,33,19.8
2024-12-15,Zitrone,39,23.4
2025-01-01,Karotte,45,18.0
2024-12-29,Apfel,1,0.5
2025-01-05,Banane,35,10.5
2025-01-08,Karotte,48,19.2
2024-12-28,Paprika,27,27.0
2024-12-25,Apfel,49,24.5
2025-01-01,Zitrone,37,22.2
2025-01-07,Tomate,21,14.7
2025-01-01,Orange,45,29.25
2024-12-20,Gurke,16,12.8
2025-01-01,Paprika,49,49.0
2025-01-07,Banane,46,13.8
2024-12-23,Tomate,48,33.6
2024-12-18,Orange,47,30.55
2025-01-09,Orange,6,3.9
2024-12-14,Paprika,11,11.0
2025-01-10,Apfel,12,6.0
2024-12-23,Banane,37,11.1
2024-12-16,Orange,10,6.5
2024-12-20,Gurke,9,7.2
2025-01-11,Banane,31,9.3
2025-01-11,Banane,37,11.1
2025-01-11,Zitrone,50,30.0
2024-12-20,Orange,38,24.7
2025-01-11,Tomate,18,12.6
2024-12-28,Paprika,15,15.0
2025-01-07,Paprika,34,34.0
2025-01-09,Banane,18,5.4
2025-01-05,Tomate,34,23.8
2024-12-19,Zitrone,32,19.2
2024-12-14,Karotte,20,8.0
2024-12-17,Paprika,12,12.0
2025-01-04,Banane,21,6.3
2024-12-17,Karotte,2,0.8
2024-12-30,Karotte,7,2.8
2025-01-01,Gurke,30,24.0
2024-12-27,Paprika,40,40.0
2025-01-10,Gurke,25,20.0
2025-01-12,Banane,32,9.6
2024-12-20,Banane,34,10.2
2024-12-29,Gurke,4,3.2
2025-01-11,Banane,42,12.6
2024-12-26,Apfel,7,3.5
2024-12-18,Zitrone,15,9.0
2024-12-30,Zitrone,34,20.4
2024-12-24,Tomate,41,28.7
2024-12-26,Orange,18,11.7
2024-12-29,Gurke,50,40.0
2025-01-02,Karotte,16,6.4
2025-01-04,Zitrone,48,28.8
2024-12-27,Banane,25,7.5
2024-12-19,Orange,31,20.15
2024-12-22,Banane,44,13.2
2024-12-26,Gurke,21,16.8
2024-12-18,Paprika,41,41.0
2024-12-24,Apfel,22,11.0
2024-12-31,Zitrone,18,10.8
2025-01-11,Banane,16,4.8
2025-01-12,Zitrone,19,11.4
2024-12-18,Karotte,5,2.0
2024-12-30,Gurke,15,12.0
2025-01-06,Banane,2,0.6
2025-01-09,Orange,29,18.85
2024-12-24,Zitrone,49,29.4
2024-12-29,Banane,8,2.4
2024-12-29,Gurke,35,28.0
2025-01-10,Tomate,39,27.3
2025-01-09,Zitrone,14,8.4
2025-01-11,Gurke,30,24.0
2024-12-19,Paprika,39,39.0
2024-12-29,Tomate,36,25.2
2025-01-10,Orange,22,14.3
2024-12-25,Tomate,15,10.5
2025-01-01,Banane,40,12.0
2024-12-22,Apfel,34,17.0
2025-01-10,Paprika,42,42.0
2024-12-31,Banane,25,7.5
2025-01-03,Karotte,13,5.2
2024-12-27,Orange,17,11.05
2024-12-23,Banane,28,8.4
2025-01-09,Gurke,28,22.4
2024-12-16,Karotte,48,19.2
2025-01-06,Karotte,23,9.2
2024-12-24,Gurke,48,38.4
2024-12-29,Apfel,19,9.5
2024-12-14,Banane,7,2.1
2025-01-06,Orange,32,20.8
2024-12-27,Karotte,35,14.0
2024-12-30,Paprika,37,37.0
2024-12-22,Tomate,24,16.8
2025-01-12,Apfel,43,21.5
2024-12-17,Paprika,2,2.0
2024-12-17,Paprika,36,36.0
2025-01-06,Banane,21,6.3
2025-01-05,Zitrone,42,25.2
2024-12-18,Tomate,15,10.5
2024-12-23,Karotte,38,15.2
2025-01-09,Apfel,12,6.0
2025-01-08,Apfel,5,2.5
2025-01-02,Gurke,24,19.2
2024-12-29,Banane,7,2.1
2025-01-07,Karotte,16,6.4
2025-01-12,Tomate,31,21.7
2024-12-31,Paprika,28,28.0
2024-12-30,Tomate,36,25.2
2025-01-11,Orange,32,20.8
2024-12-26,Orange,9,5.85
2025-01-09,Gurke,16,12.8
2025-01-09,Karotte,7,2.8
2025-01-06,Paprika,11,11.0
2025-01-07,Apfel,48,24.0
2025-01-03,Karotte,6,2.4
2024-12-31,Apfel,25,12.5
2025-01-09,Apfel,2,1.0
2024-12-17,Banane,21,6.3
2025-01-01,Gurke,34,27.2
2025-01-07,Zitrone,28,16.8
2024-12-29,Tomate,4,2.8
2024-12-14,Zitrone,27,16.2
2025-01-04,Tomate,22,15.4
2025-01-11,Apfel,15,7.5
2025-01-01,Orange,48,31.2
2024-12-22,Tomate,19,13.3
2025-01-06,Gurke,7,5.6
2025-01-06,Zitrone,6,3.6
2024-12-14,Gurke,49,39.2
2024-12-14,Paprika,33,33.0
2024-12-21,Karotte,13,5.2
2024-12-26,Karotte,4,1.6
2025-01-10,Gurke,32,25.6
2024-12-23,Gurke,34,27.2
2025-01-09,Apfel,46,23.0
2024-12-21,Paprika,30,30.0
2025-01-01,Tomate,4,2.8
2024-12-28,Apfel,39,19.5
2025-01-03,Gurke,7,5.6
2025-01-09,Apfel,30,15.0
2024-12-20,Tomate,50,35.0
2024-12-18,Gurke,40,32.0
2024-12-25,Tomate,47,32.9
2024-12-18,Banane,37,11.1
2025-01-06,Gurke,15,12.0
2024-12-26,Orange,32,20.8
2025-01-10,Banane,21,6.3
2024-12-27,Karotte,29,11.6
2024-12-16,Apfel,44,22.0
2024-12-14,Gurke,47,37.6
2025-01-12,Paprika,37,37.0
2024-12-16,Apfel,11,5.5
2025-01-11,Apfel,42,21.0
2025-01-09,Paprika,17,17.0
2024-12-21,Zitrone,19,11.4
2025-01-09,Apfel,47,23.5
2024-12-15,Apfel,48,24.0
2024-12-16,Karotte,39,15.6
2024-12-30,Tomate,40,28.0
2024-12-29,Gurke,32,25.6
2025-01-01,Gurke,43,34.4
2024-12-30,Paprika,28,28.0
2024-12-18,Apfel,46,23.0
2025-01-01,Karotte,38,15.2
2024-12-19,Gurke,34,27.2
2024-12-28,Gurke,9,7.2
2025-01-07,Orange,26,16.9
2024-12-19,Zitrone,50,30.0
2025-01-08,Karotte,35,14.0
2024-12-17,Karotte,21,8.4
2024-12-30,Karotte,15,6.0
2024-12-31,Gurke,17,13.6
2025-01-12,Gurke,23,18.4
2024-12-20,Banane,28,8.4
2025-01-01,Tomate,15,10.5
2025-01-02,Orange,1,0.65
2024-12-19,Zitrone,33,19.8
2024-12-25,Zitrone,16,9.6
2025-01-08,Gurke,14,11.2
2024-12-28,Gurke,1,0.8
2024-12-31,Zitrone,14,8.4
2024-12-19,Zitrone,46,27.6
2024-12-14,Apfel,20,10.0
2024-12-29,Gurke,19,15.2
2024-12-15,Zitrone,40,24.0
2025-01-12,Banane,21,6.3
2025-01-07,Karotte,39,15.6
2024-12-15,Banane,19,5.7
2025-01-11,Tomate,30,21.0
2025-01-01,Banane,7,2.1
2024-12-23,Orange,34,22.1
2025-01-07,Karotte,1,0.4
2024-12-26,Gurke,19,15.2
2024-12-30,Gurke,17,13.6
2025-01-12,Karotte,16,6.4
2024-12-15,Banane,26,7.8
2025-01-06,Paprika,28,28.0
2024-12-31,Tomate,16,11.2
2024-12-29,Banane,25,7.5
2024-12-26,Tomate,2,1.4
2025-01-07,Banane,49,14.7
2025-01-07,Karotte,1,0.4
2025-01-12,Tomate,49,34.3
2024-12-29,Apfel,49,24.5
2024-12-23,Banane,18,5.4
2025-01-07,Orange,37,24.05
2024-12-21,Zitrone,44,26.4
2024-12-29,Zitrone,37,22.2
2024-12-24,Tomate,14,9.8
2024-12-24,Zitrone,2,1.2
2024-12-20,Karotte,41,16.4
2024-12-18,Tomate,3,2.1
2024-12-26,Banane,16,4.8
2025-01-04,Banane,23,6.9
2024-12-16,Orange,6,3.9
2024-12-20,Apfel,50,25.0
2025-01-01,Paprika,5,5.0
2024-12-25,Gurke,38,30.4
2025-01-10,Banane,18,5.4
2024-12-18,Paprika,20,20.0
2024-12-17,Paprika,40,40.0
2025-01-07,Apfel,19,9.5
2024-12-21,Gurke,46,36.8
2025-01-12,Paprika,44,44.0
2025-01-02,Apfel,41,20.5
2024-12-23,Karotte,20,8.0
2024-12-29,Orange,47,30.55
2025-01-09,Banane,45,13.5
